id,name,type,visible,gender,password,password_tip,rating,reviews,location_type,address,road_address,location_tip,city,longitude,latitude,modified_at,created_at,paper,towel,soap,powder_room,hand_dry,vending,diaper,bell,mon,tue,wed,thu,fri,sat,sun,urinal,child_urinal,disable_urinal,seat,child_seat,disable_seat,washbasin
731,도림천역(2),0,True,True,False,,0,0,교통시설,서울 구로구 신도림동 323-16,서울 구로구 경인로67길 160,,서울특별시,126.8829716972,37.5142838314856,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 5, 0]","[0, 0, 0]","[0, 1, 0]","[0, 1, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
732,송정주유소 화장실,0,True,True,False,,0,0,공공용시설,서울 강북구 수유동 440-36,서울 강북구 인수봉로 185,,서울특별시,127.012766274186,37.6361915368149,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
733,홍대입구역(경의중앙선),0,True,True,False,,0,0,교통시설,서울 마포구 동교동 190-1,서울 마포구 양화로 지하 188,,서울특별시,126.926778735002,37.5574452272604,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 10, 0]","[0, 0, 0]","[0, 1, 0]","[0, 5, 17]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
734,이태원3 공중화장실,0,True,True,False,,0,0,공공용시설,서울 용산구 이태원동 72-32,서울 용산구 이태원로 164-1,,서울특별시,126.992239645,37.5341720738554,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 1]","[0, 0, 0]","[0, 0, 0]"
735,현대오일뱅크동작주유소,0,True,True,False,,0,0,주유소·충전소,서울 동작구 상도동 121-21,서울 동작구 상도로 403,,서울특별시,126.956435112111,37.4934718918359,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
736,구로세관,0,True,True,False,,0,0,공공용시설,서울 금천구 가산동 319-25,서울 금천구 가산디지털1로 67,,서울특별시,126.884879311047,37.4721453530522,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]"
737,개포파출소,0,True,True,False,,0,0,공공용시설,서울 강남구 개포동 1268,서울 강남구 개포로 261,,서울특별시,127.051167625269,37.4797783863169,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 4]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
738,고척근린공원,0,True,True,False,,0,0,공공용시설,서울 구로구 고척동 산 9-14,서울 구로구 고척로45길 37,,서울특별시,126.852970707746,37.5059068215138,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 8, 0]","[0, 0, 0]","[0, 1, 0]","[0, 5, 12]","[0, 1, 1]","[0, 1, 1]","[0, 0, 0]"
739,서강동주민센터 화장실,0,True,True,False,,0,0,공공용시설,서울 마포구 창전동 242,서울 마포구 독막로 165,,서울특별시,126.932061794829,37.5477347268018,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
740,서울중앙우체국(포스트타워),0,True,True,False,,0,0,공공용시설,서울 중구 충무로1가 21-1,서울 중구 소공로 70,,서울특별시,126.982169090151,37.5615987374058,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 4]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
741,영등포제2스포츠센터 1층,0,True,True,False,,0,0,관광·체육시설,서울 영등포구 당산동4가 96-1,서울 영등포구 국회대로 615,,서울특별시,126.902731373207,37.5266924348156,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 5]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
742,잠실역(개찰구 밖),0,True,True,False,,0,0,교통시설,서울 송파구 신천동 7-4,서울 송파구 올림픽로 305,,서울특별시,127.10421637903,37.5149771693164,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","[0, 8, 0]","[0, 0, 0]","[0, 1, 0]","[0, 7, 17]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
743,대림아파트 상가 화장실,0,True,True,False,,0,0,상업시설,서울 은평구 수색동 415-5,서울 은평구 은평터널로 64,,서울특별시,126.900984281576,37.5864153795502,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
744,초안산붕붕도서관,0,True,True,False,,0,0,관광·체육시설,서울 도봉구 창동 428,서울 도봉구 덕릉로 354-9,,서울특별시,127.04915390025,37.6447753088104,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 5]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
745,정말공원 공중화장실,0,True,True,False,,0,0,관광·체육시설,서울 광진구 자양동 619-20,서울 광진구 자양로13다길 34,,서울특별시,127.078175780226,37.5331661649764,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
746,일자산자연공원(허브천문공원),0,True,True,False,,0,0,공공용시설,서울 강동구 둔촌동 산 86,,,서울특별시,127.154246253068,37.5374114232963,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 1, 0]","[0, 1, 2]","[0, 0, 1]","[0, 1, 1]","[0, 0, 0]"
747,제1광장화장실,0,True,True,False,,0,0,공공용시설,서울 관악구 신림동 산 50-18,서울 관악구 관악산나들길 119,,서울특별시,126.946856220911,37.458211731261,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 13]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
748,안테룸 호텔,0,True,True,False,,0,0,기타,서울 강남구 신사동 561-19,서울 강남구 도산대로 153,,서울특별시,127.025224654498,37.5188658448158,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
749,주영빌딩 개방화장실,0,True,True,False,,0,0,상업시설,서울 서대문구 홍은동 265-11,서울 서대문구 연희로 333,,서울특별시,126.93473739174,37.5867835869638,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '03:00', 'close': '23:00'}","{'open': '03:00', 'close': '23:00'}","{'open': '03:00', 'close': '23:00'}","{'open': '03:00', 'close': '23:00'}","{'open': '03:00', 'close': '23:00'}","{'open': '03:00', 'close': '23:00'}","{'open': '03:00', 'close': '23:00'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
750,세곡119안전센터,0,True,True,False,,0,0,공공용시설,서울 강남구 율현동 404,서울 강남구 밤고개로 268,,서울특별시,127.107194977868,37.4704424214155,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
751,은평 공영차고지 화장실,0,True,True,False,,0,0,공공용시설,서울 은평구 수색동 414-1,서울 은평구 수색로24길 19,,서울특별시,126.886271677226,37.5925053507315,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
752,낙산공원 정상,0,True,True,False,,0,0,공공용시설,서울 종로구 동숭동 산 2-10,서울 종로구 낙산길 41,,서울특별시,127.006531505857,37.5805926127615,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
753,구로주유소,0,True,True,False,,0,0,주유소·충전소,서울 구로구 구로동 754-4,서울 구로구 구로동로 137,,서울특별시,126.883528041948,37.4910179935409,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '19:00'}","{'open': '09:00', 'close': '19:00'}","{'open': '09:00', 'close': '19:00'}","{'open': '09:00', 'close': '19:00'}","{'open': '09:00', 'close': '19:00'}","{'open': '09:00', 'close': '19:00'}","{'open': '09:00', 'close': '19:00'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
754,산철쭉어린이공원,0,True,True,False,,0,0,공공용시설,서울 노원구 상계동 625,,,서울특별시,127.055533744702,37.6703318032877,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
755,롯데캐슬프라자,0,True,True,False,,0,0,상업시설,서울 송파구 신천동 7-18,서울 송파구 올림픽로 269,,서울특별시,127.100611434725,37.5144273491608,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 5]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
756,송파1동주민센터,0,True,True,False,,0,0,공공용시설,서울 송파구 송파동 113-1,서울 송파구 백제고분로 392,,서울특별시,127.109312381921,37.5062635478027,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
757,월계1동 주민센터 공중화장실 (1층),0,True,True,False,,0,0,공공용시설,서울 노원구 월계동 928,서울 노원구 석계로 59,,서울특별시,127.062883255067,37.6199918622891,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
758,수색훼미리 주유소 화장실,0,True,True,False,,0,0,기타,서울 은평구 수색동 154-5,서울 은평구 수색로 236,,서울특별시,126.897845401184,37.5811692862968,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
759,뱃골어린이공원,0,True,True,False,,0,0,관광·체육시설,서울 도봉구 창동 366-2,서울 도봉구 해등로 24,,서울특별시,127.044120686592,37.6464326759866,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 4]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
760,공항시장역,0,True,True,False,,0,0,교통시설,서울 강서구 공항동 산 20-2,서울 강서구 방화동로 지하 30,,서울특별시,126.810492268589,37.5635555121815,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 9]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
761,서초1동 주민센터,0,True,True,False,,0,0,공공용시설,서울 서초구 서초동 1649-5,서울 서초구 사임당로 89,,서울특별시,127.019467076129,37.4901915356166,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
762,성산119안전센터 화장실,0,True,True,False,,0,0,공공용시설,서울 마포구 성산동 448,서울 마포구 월드컵북로 240,,서울특별시,126.90305825047,37.5706093453431,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]"
763,수색 국민은행 1층,0,True,True,False,,0,0,공공용시설,서울 은평구 수색동 153-9,서울 은평구 수색로 246,,서울특별시,126.896869942936,37.5816774092263,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
764,난지천3(축구장),0,True,True,False,,0,0,공공용시설,서울 마포구 상암동 1538,서울 마포구 월드컵로 365,,서울특별시,126.887048256286,37.5724631455195,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 7]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
765,국제아케이드 개방화장실,0,True,True,False,,0,0,상업시설,서울 용산구 이태원동 58-5,서울 용산구 이태원로 148,,서울특별시,126.990351677261,37.5340208368488,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '20:30'}","{'open': '09:00', 'close': '20:30'}","{'open': '09:00', 'close': '20:30'}","{'open': '09:00', 'close': '20:30'}","{'open': '09:00', 'close': '20:30'}","{'open': '09:00', 'close': '20:30'}","{'open': '09:00', 'close': '20:30'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
766,대림상가,0,True,True,False,,0,0,기타,서울 중구 산림동 207-2,서울 중구 을지로 157,,서울특별시,126.995451191045,37.5671458986322,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 5, 0]","[0, 0, 0]","[0, 0, 0]","[0, 5, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
767,선유도역,0,True,True,False,,0,0,교통시설,서울 영등포구 양평동5가 66-1,서울 영등포구 양평로 지하 124,,서울특별시,126.893420460707,37.5381315240488,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 11]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
768,화성프라자,0,True,True,False,,0,0,기타,서울 양천구 목동 909-5,서울 양천구 목동동로 435,,서울특별시,126.884868815732,37.5373858477879,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
769,달빛마루도서관,0,True,True,False,,0,0,공공용시설,서울 성북구 하월곡동 230,서울 성북구 종암로 167,,서울특별시,127.030990445726,37.6050587642973,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 4]","[0, 0, 1]","[0, 1, 1]","[0, 0, 0]"
770,상계10동주민센터(2층),0,True,True,False,,0,0,공공용시설,서울 노원구 상계동 671,서울 노원구 노원로 530,,서울특별시,127.060259712108,37.6612852597751,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
771,중평어린이공원,0,True,True,False,,0,0,공공용시설,서울 노원구 하계동 271-1,,,서울특별시,127.063323298933,37.6370661286158,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
772,114빌딩(베스트프랜드㈜),0,True,True,False,,0,0,기타,서울 강남구 논현동 122-2,서울 강남구 학동로 114,,서울특별시,127.023357472839,37.5114321366533,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
773,마장기사식당앞,0,True,True,False,,0,0,기타,서울 성동구 마장동 779,서울 성동구 마장로42길 25,,서울특별시,127.046553574516,37.5657211629815,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
